ID,Text,From,To,Context
"Cypriot-Arabic-uː-iː","uː iː → oː eː / _ʕ","uː","oː","_ʕ"
"Cypriot-Arabic-uː-iː","uː iː → oː eː / _ʕ","iː","eː","_ʕ"
"Cypriot-Arabic-uː-iː_2","uː iː → oː eː / ʕ_","uː","oː","ʕ_"
"Cypriot-Arabic-uː-iː_2","uː iː → oː eː / ʕ_","iː","eː","ʕ_"
Cypriot-Arabic-i,"i → a / Cˤ_{q,ɣ,ʕ}",i,a,"Cˤ_q|Cˤ_ɣ|Cˤ_ʕ"
Cypriot-Arabic-i_2,"i → a / {q,ɣ,ʕ}_Cˤ",i,a,"q_Cˤ|ɣ_Cˤ|ʕ_Cˤ"
Cypriot-Arabic-a,"a → i / _C(C), when stressed",a,i,"_C,|_CC,"
Cypriot-Arabic-u,"u → o / _{ʕ,ɣ,x,r}",u,o,"_ʕ|_ɣ|_x|_r"
Cypriot-Arabic-u_2,"u → o / {ʕ,ɣ,x,r}_",u,o,"ʕ_|ɣ_|x_|r_"
"Cypriot-Arabic-u,a,i","{u,a,i} → ∅ / _%, when stressed (short only)",u|a|i,"∅","_%,"
"Cypriot-Arabic-uː-iː_3","uː iː → u i","uː",u,
"Cypriot-Arabic-uː-iː_3","uː iː → u i","iː",i,
Cypriot-Arabic-a_2,"a → a / _C[+ dorsal]",a,a,"_C[+ dorsal]"
Cypriot-Arabic-a_3,"a → e / _(C)(C)i(ː)",a,e,"_i|_iː|_Ci|_Ciː|_Ci|_Ciː|_CCi|_CCiː"
"Cypriot-Arabic-aː","aː → a / ! _#","aː",a,_#
Cypriot-Arabic-a_4,"a → {u,o} / P_",a,u|o,P_
Cypriot-Arabic-a_5,"a → {u,o} / _P",a,u|o,_P
Cypriot-Arabic-a_6,"a → ∅ / _t, in the feminine ending",a,"∅","_t,"
"Cypriot-Arabic-aːʔ","aːʔ → e / E(C)(C)_#","aːʔ",e,E_#|EC_#|EC_#|ECC_#
"Cypriot-Arabic-aː_2","aː → a / {Cˤ,w}_#","aː",a,"Cˤ_#|w_#"
"Egyptian-Arabic-θ-ð","θ ð → t d / “usually in numbers or cases where a short vowel has been deleted and it’s in contact with another stop, e.g. CA/MSA kaˈθiːr → EA ktiːr”","θ",t,
"Egyptian-Arabic-θ-ð","θ ð → t d / “usually in numbers or cases where a short vowel has been deleted and it’s in contact with another stop, e.g. CA/MSA kaˈθiːr → EA ktiːr”","ð",d,
"Egyptian-Arabic-θ-ð_2","θ ð → s z","θ",s,
"Egyptian-Arabic-θ-ð_2","θ ð → s z","ð",z,
"Egyptian-Arabic-ðˤ","ðˤ → zˤ, occasionally tˤ","ðˤ","zˤ,",
"Egyptian-Arabic-dˤ","dˤ → zˤ (seems to be a sporadic change only affecting a few words, e.g. CA/MSA ˈdˤaːbitˤ → EA ˈzˤaːbitˤ)","dˤ","zˤ",
"Egyptian-Arabic-dʒ","dʒ → ɡ","dʒ","ɡ",
Egyptian-Arabic-i-u,"i u → e o / only when short, ! _#",i,e,
Egyptian-Arabic-i-u,"i u → e o / only when short, ! _#",u,o,
Egyptian-Arabic-u,"u → {o,u} / short only, _#",u,o|u,
Egyptian-Arabic-aj-aw,"aj aw → eː oː / in U[+closed]",aj,"eː",
Egyptian-Arabic-aj-aw,"aj aw → eː oː / in U[+closed]",aw,"oː",
"Egyptian-Arabic-Vː","Vː → V / C_C{ː,C}V","Vː",V,"C_CːV|C_CCV"
Egyptian-Arabic-V,"V → Vː / C_CV in U[-stress]",V,"Vː",C_CV
Egyptian-Arabic-V_2,"V → Vː / _# + suffix",V,"Vː",_#
"Egyptian-Arabic-i,u","{i,u} → ∅ / VC_CV when unstressed (short only)",i|u,"∅",VC_CV
"Egyptian-Arabic-∅","∅ → e / CVCC_CVCV (applies across word boundaries)","∅",e,CVCC_CVCV
"Egyptian-Arabic-aː","a(ː) → ɑ(ː) / near emphatics","a|aː","ɑ|ɑː",
"Egyptian-Arabic-aː_2","a(ː) → ɑ(ː) / if ɑ(ː) is elsewhere in the word","a|aː","ɑ|ɑː",
"Egyptian-Arabic-aː_3","a(ː) → æ(ː) / else (sometimes it seems more like ɛ(ː) to me)","a|aː","æ|æː",
Egyptian-Arabic-q,"q → ʔ / except in several words, two of which are al-Qâhira and musîqâ",q,"ʔ",
"Egyptian-Arabic-s,zˤ,ʒʃ","{{s,z}(ˤ),ʒ}ʃ → ʃː","sʃ|ʒʃ|sˤʃ|ʒʃ|zʃ|ʒʃ|zˤʃ|ʒʃ","ʃː",
"Egyptian-Arabic-ʕ","ʕ → {ʕ̞,ħ} / _h","ʕ","ʕ̞|ħ",_h
Egyptian-Arabic-h,"h → ∅ / in coda",h,"∅",
"Coastal-Hadhrami-Arabic-dʒ","dʒ → j, occasionally ɟ or dʒ in educated speech","dʒ","j,",
"Coastal-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","θ",t,
"Coastal-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","ð",d,
"Coastal-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","ðˤ","dˤ",
Coastal-Hadhrami-Arabic-q,"q → ɡ",q,"ɡ",
"Coastal-Hadhrami-Arabic-aː","aː → eː / in Form VI (tafā‘ala) verbs, though these apparently coexist with forms having the original vowel as well, with semantic distinctions","aː","eː",
"Coastal-Hadhrami-Arabic-aː_2","aː → æː / when not near emphatics","aː","æː",
Coastal-Hadhrami-Arabic-V-long,"V[-long] → ∅ / #C_C, in some words",V[-long],"∅","#C_C,"
"Wādı̄-Hadhrami-Arabic-dʒ","dʒ → j, occasionally ɟ or dʒ in educated speech","dʒ","j,",
"Wādı̄-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","θ",t,
"Wādı̄-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","ð",d,
"Wādı̄-Hadhrami-Arabic-θ-ð-ðˤ","θ ð ðˤ → t d dˤ","ðˤ","dˤ",
"Wādı̄-Hadhrami-Arabic-dˤ-q","dˤ q → ðˤ ɡ","dˤ","ðˤ",
"Wādı̄-Hadhrami-Arabic-dˤ-q","dˤ q → ðˤ ɡ",q,"ɡ",
"Wādı̄-Hadhrami-Arabic-aː","aː → eː / in Form VI (tafā‘ala) verbs, though these apparently coexist with forms having the original vowel as well, with semantic distinctions","aː","eː",
"Wādı̄-Hadhrami-Arabic-aː_2","aː → æː / when not near emphatics","aː","æː",
"Wādı̄-Hadhrami-Arabic-V-long","V[-long] → ∅ / #C_C (sporadic?)",V[-long],"∅",#C_C
"Hassāniyya-Arabic-dˤ-q","dˤ q → ðˤ ɡ","dˤ","ðˤ",
"Hassāniyya-Arabic-dˤ-q","dˤ q → ðˤ ɡ",q,"ɡ",
"Hassāniyya-Arabic-f-θ","f θ → v z̪ (the article isn’t exactly clear on what this second phone is) ",f,v,
"Hassāniyya-Arabic-f-θ","f θ → v z̪ (the article isn’t exactly clear on what this second phone is) ","θ","z̪",
"Hassāniyya-Arabic-ʔ","ʔ → {∅,j,w} / depending on the environment; again, the article is unclear","ʔ","∅|j|w",
"Hassāniyya-Arabic-x","x → χ (conjectured based upon the following but not outright stated in the article)",x,"χ",
"Hassāniyya-Arabic-ɣː","ɣː → ʁː → qː","ɣː","ʁː",
"Hassāniyya-Arabic-ɣː","ɣː → ʁː → qː","ʁː","qː",
"Hassāniyya-Arabic-ɣ","ɣ → {ʁ,q}","ɣ","ʁ|q",
"Hassāniyya-Arabic-V-long","V[-long] → ∅ / C_{C,#} (except for the feminine marker)",V[-long],"∅",C_C|C_#
"Hassāniyya-Arabic-aj-aw","aj aw → eː(ʲ) oː(ʷ) (sometimes, the article is unclear)",aj,"eː|eːʲ",
"Hassāniyya-Arabic-aj-aw","aj aw → eː(ʲ) oː(ʷ) (sometimes, the article is unclear)",aw,"oː|oːʷ",
"Hassāniyya-Arabic-—-j-w","— j w → i u / #_CV",j,i,#_CV
"Hassāniyya-Arabic-—-j-w","— j w → i u / #_CV",w,u,#_CV
"Hassāniyya-Arabic-—-j-w_2","— j w → iː uː / #_CC",j,"iː",#_CC
"Hassāniyya-Arabic-—-j-w_2","— j w → iː uː / #_CC",w,"uː",#_CC
Iraqi-Arabic-k-q,"k q → tʃ {ɡ,q} (ɡ is more common)",k,"tʃ",
Iraqi-Arabic-k-q,"k q → tʃ {ɡ,q} (ɡ is more common)",q,"ɡ|q",
"Iraqi-Arabic-ɡʲ","ɡʲ → j / in southern regions","ɡʲ",j,
"Iraqi-Arabic-ʕ","ʕ → ʔˤ","ʕ","ʔˤ",
Iraqi-Arabic-aj-aw,"aj aw → eː oː",aj,"eː",
Iraqi-Arabic-aj-aw,"aj aw → eː oː",aw,"oː",
"Eastern-Libyan-Arabic-dˤ-dʒ-q","dˤ dʒ q → ðˤ ʒ ɡ","dˤ","ðˤ",
"Eastern-Libyan-Arabic-dˤ-dʒ-q","dˤ dʒ q → ðˤ ʒ ɡ","dʒ","ʒ",
"Eastern-Libyan-Arabic-dˤ-dʒ-q","dˤ dʒ q → ðˤ ʒ ɡ",q,"ɡ",
Eastern-Libyan-Arabic-aj-aw,"aj aw → e(ː,j) o(ː,w)",aj,"e|eː|ej",
Eastern-Libyan-Arabic-aj-aw,"aj aw → e(ː,j) o(ː,w)",aw,"o|oː|ow",
"Eastern-Libyan-Arabic-∅","∅ → ə / C_CV(ː,V)CC","∅","ə","C_CVCC|C_CVːCC|C_CVVCC"
"Western-Libyan-Arabic-q-dʒ","q dʒ → ɡ ʒ",q,"ɡ",
"Western-Libyan-Arabic-q-dʒ","q dʒ → ɡ ʒ","dʒ","ʒ",
"Western-Libyan-Arabic-θ-ðˤ","θ ð(ˤ) → t d(ˤ)","θ",t,
"Western-Libyan-Arabic-θ-ðˤ","θ ð(ˤ) → t d(ˤ)","ð|ðˤ","d|dˤ",
Western-Libyan-Arabic-aj-aw,"aj aw → eː oː",aj,"eː",
Western-Libyan-Arabic-aj-aw,"aj aw → eː oː",aw,"oː",
"Western-Libyan-Arabic-∅","∅ → ə / CCV(ː,V)C_C","∅","ə","CCVC_C|CCVːC_C|CCVVC_C"
Moroccan-Arabic-t,"t → t͜s / plain t only, distinguishable from the sequence ts",t,"t͜s",
"Moroccan-Arabic-a,i","{a,i} → ə / short only; the change of short a blocked for some speakers before ħ ʕ",a|i,"ə",
Moroccan-Arabic-u,"u → ə / short only, except near “a labial or velar consonant”",u,"ə",
"Moroccan-Arabic-C+labial,+velar","C[+labial/+velar] → ʷ / adjacent to short u",C[+labial]|C[+velar],"ʷ",
"Moroccan-Arabic-u,ə","{u,ə} → ∅ / ! C_C(C)#","u|ə","∅",C_C#|C_CC#
"Moroccan-Arabic-ə","ə → a / near ħ ʕ","ə",a,
"Moroccan-Arabic-ə_2","ə → ɐ / near emphatics","ə","ɐ",
"Moroccan-Arabic-ə_3","ə → ɪ / else","ə","ɪ",
Moroccan-Arabic-u_2,"u → ʊ / short only",u,"ʊ",
"Moroccan-Arabic-aː-iː-uː","aː iː uː → ɑː eː oː / near emphatics","aː","ɑː",
"Moroccan-Arabic-aː-iː-uː","aː iː uː → ɑː eː oː / near emphatics","iː","eː",
"Moroccan-Arabic-aː-iː-uː","aː iː uː → ɑː eː oː / near emphatics","uː","oː",
"Moroccan-Arabic-aː","aː → æː / else","aː","æː",
"Moroccan-Arabic-C1ˤC2","C1ˤC2 → C1C2ˤ","C1ˤC2","C1C2ˤ",
"Moroccan-Arabic-Cˤ","Cˤ → C / {#,V}_V","Cˤ",C,#_V|V_V
Moroccan-Arabic-q,"q → {q,ɡ}",q,"q|ɡ",
"Moroccan-Arabic-dʒ","dʒ → {d,ɡ} / if s or z occur somewhere else in the word","dʒ","d|ɡ",
"Moroccan-Arabic-dʒ_2","dʒ → ʒ / else","dʒ","ʒ",
Moroccan-Arabic-s,"s → ʃ / if ʃ is somewhere in the stem after it",s,"ʃ",
Moroccan-Arabic-z,"z → ʒ / if ʒ is somewhere in the stem after it",z,"ʒ",
"Sa‘idi-Arabic-q-x-ɣ","q x ɣ → ɡ χ ʁ",q,"ɡ",
"Sa‘idi-Arabic-q-x-ɣ","q x ɣ → ɡ χ ʁ",x,"χ",
"Sa‘idi-Arabic-q-x-ɣ","q x ɣ → ɡ χ ʁ","ɣ","ʁ",
"Sudanese-Arabic-dʒ-q","dʒ q → ɡʲ ɢ","dʒ","ɡʲ",
"Sudanese-Arabic-dʒ-q","dʒ q → ɡʲ ɢ",q,"ɢ",
"Sudanese-Arabic-uː","u(ː) → {ɵ,o}(ː)","u|uː","ɵ|ɵː|o|oː",
Tunisian-Arabic-a,"a → ɑ / near emphatics",a,"ɑ",
Tunisian-Arabic-a_2,"a → ɛ (sometimes)",a,"ɛ",
"Tunisian-Arabic-dˤ-q","dˤ q → ðˤ {ɡ,q}","dˤ","ðˤ",
"Tunisian-Arabic-dˤ-q","dˤ q → ðˤ {ɡ,q}",q,"ɡ|q",
"Tunisian-Arabic-dʒ-x-ɣ","dʒ x ɣ → ʒ χ ʁ","dʒ","ʒ",
"Tunisian-Arabic-dʒ-x-ɣ","dʒ x ɣ → ʒ χ ʁ",x,"χ",
"Tunisian-Arabic-dʒ-x-ɣ","dʒ x ɣ → ʒ χ ʁ","ɣ","ʁ",
Tunisian-Arabic-aj-aw,"aj aw → {aj,eː,iː aw,oː,uː}",aj,"{aj,eː,iː",
Tunisian-Arabic-aj-aw,"aj aw → {aj,eː,iː aw,oː,uː}",aw,"aw,oː,uː}",
"Tunisian-Arabic-Vː","Vː → V[-long] / _# (except as below)","Vː",V[-long],_#
"Tunisian-Arabic-Vː_2","V(ː) → Vː / in accented or stressed monosyllables","V|Vː","Vː",
"Biblical-Hebrew-θ-θˤ-ð-ɬ-ɬˤ","θ θˤ ð ɬ ɬˤ → ʃ ʃˤ z s sˤ","θ","ʃ",
"Biblical-Hebrew-θ-θˤ-ð-ɬ-ɬˤ","θ θˤ ð ɬ ɬˤ → ʃ ʃˤ z s sˤ","θˤ","ʃˤ",
"Biblical-Hebrew-θ-θˤ-ð-ɬ-ɬˤ","θ θˤ ð ɬ ɬˤ → ʃ ʃˤ z s sˤ","ð",z,
"Biblical-Hebrew-θ-θˤ-ð-ɬ-ɬˤ","θ θˤ ð ɬ ɬˤ → ʃ ʃˤ z s sˤ","ɬ",s,
"Biblical-Hebrew-θ-θˤ-ð-ɬ-ɬˤ","θ θˤ ð ɬ ɬˤ → ʃ ʃˤ z s sˤ","ɬˤ","sˤ",
"Biblical-Hebrew-x-ɣ-kˤ","x ɣ kˤ → ħ ʕ q",x,"ħ",
"Biblical-Hebrew-x-ɣ-kˤ","x ɣ kˤ → ħ ʕ q","ɣ","ʕ",
"Biblical-Hebrew-x-ɣ-kˤ","x ɣ kˤ → ħ ʕ q","kˤ",q,
"Biblical-Hebrew-—-aː","— aː → oː / ! _#","aː","oː",_#
"Biblical-Hebrew-—-i-iː-u-uː","— i iː u uː → eə iːə oə uːə / _R",i,"eə",_R
"Biblical-Hebrew-—-i-iː-u-uː","— i iː u uː → eə iːə oə uːə / _R","iː","iːə",_R
"Biblical-Hebrew-—-i-iː-u-uː","— i iː u uː → eə iːə oə uːə / _R",u,"oə",_R
"Biblical-Hebrew-—-i-iː-u-uː","— i iː u uː → eə iːə oə uːə / _R","uː","uːə",_R
"Biblical-Hebrew-—-iː","— iː → eː / _#","iː","eː",_#
"Biblical-Hebrew-—-a","— a → aː / _$",a,"aː",_$
"Biblical-Hebrew-—-a_2","— a → {a,ɛ} (not common)",a,"a|ɛ",
"Biblical-Hebrew-—-i-u","— i u → e a / _R{$,#} (in verbs)",i,e,_R$|_R#
"Biblical-Hebrew-—-i-u","— i u → e a / _R{$,#} (in verbs)",u,a,_R$|_R#
"Biblical-Hebrew-—-i-u_2","— i u → e o / _C{$,#} (in verbs)",i,e,_C$|_C#
"Biblical-Hebrew-—-i-u_2","— i u → e o / _C{$,#} (in verbs)",u,o,_C$|_C#
"Biblical-Hebrew-—-i","— i → eː oː / else",i,"eː",
"Biblical-Hebrew-—-aw","— aw → aːw",aw,"aːw",
"Biblical-Hebrew-—-aj","— aj → eː / _$",aj,"eː",_$
"Biblical-Hebrew-—-aj_2","— aj → ɛː / _#",aj,"ɛː",_#
"Biblical-Hebrew-—-o,uː","— {o,u}(ː) → iː / _$%oː","o|oː|u|uː","iː","_$%oː"
"Biblical-Hebrew-—-oː","— oː → uː","oː","uː",
"Biblical-Hebrew-—-a_3","— a → ∅ / _#",a,"∅",_#
"Biblical-Hebrew-—-a_4","— a → _$%%(…)”",a,"_$%%”|_$%%…”",
"Biblical-Hebrew-—-a_5","— a → ə / _R if ə in an adjacent syllable",a,"ə",_R
"Biblical-Hebrew-—-a_6","— a → ə / R_ if ə in an adjacent syllable",a,"ə",R_
"Biblical-Hebrew-—-i_2","— i → ə / _R if a frontal allophone of ə in an adjacent syllable",i,"ə",_R
"Biblical-Hebrew-—-i_3","— i → ə / R_ if a frontal allophone of ə in an adjacent syllable",i,"ə",R_
"Biblical-Hebrew-—-u","— u → ə / _R if a backed allophone of ə in an adjacent syllable",u,"ə",_R
"Biblical-Hebrew-—-u_2","— u → ə / R_ if a backed allophone of ə in an adjacent syllable",u,"ə",R_
"Biblical-Hebrew-—-i_4","— i → a / _R",i,a,_R
"Biblical-Hebrew-—-i_5","— i → a / R_",i,a,R_
"Biblical-Hebrew-—-a-i","— a i → aː eː / _%”",a,"aː","_%”"
"Biblical-Hebrew-—-a-i","— a i → aː eː / _%”",i,"eː","_%”"
"Biblical-Hebrew-—-u_3","— u → ɔ / _C{$,#}",u,"ɔ",_C$|_C#
"Biblical-Hebrew-—-u_4","— u → ∅ / ! _Cː",u,"∅","_Cː"
"Biblical-Hebrew-—-aj-aw","— aj aw → eː oː",aj,"eː",
"Biblical-Hebrew-—-aj-aw","— aj aw → eː oː",aw,"oː",
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons",p,b,
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons",b,v,
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons",t,"θ",
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons",d,"ð",
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons",k,x,
"Biblical-Hebrew-p-b-t-d-k-ɡ","p b t d k ɡ → b v θ ð x ɣ / non-intial singletons","ɡ","ɣ",
"Biblical-Hebrew-ʕ","ʕ → ∅ / _{$,#}","ʕ","∅",_$|_#
Biblical-Hebrew-j,"j → ∅ / E_ (not clear whether only short E or long also)",j,"∅",E_
Biblical-Hebrew-at,"at → aː / _# (in feminine noun endings)",at,"aː",_#
"Modern-Israeli-Hebrew-eː,ɛ","{e(ː),ɛ} → ɛ","e|ɛ|eː|ɛ","ɛ",
"Modern-Israeli-Hebrew-Vː","Vː → V[-long]","Vː",V[-long],
"Modern-Israeli-Hebrew-ə","ə → a / near gutturals","ə",a,
"Modern-Israeli-Hebrew-ə_2","ə → ɛ / #R_C or when breaking up what would otherwise be a three-consonant cluster; in the case of two schwas, only the first one is dropped","ə","ɛ",#R_C
"Modern-Israeli-Hebrew-ə_3","ə → ∅ / else","ə","∅",
"Modern-Israeli-Hebrew-w-θ-ð-ɣ","w θ ð ɣ → v t d ɡ (sometimes)",w,v,
"Modern-Israeli-Hebrew-w-θ-ð-ɣ","w θ ð ɣ → v t d ɡ (sometimes)","θ",t,
"Modern-Israeli-Hebrew-w-θ-ð-ɣ","w θ ð ɣ → v t d ɡ (sometimes)","ð",d,
"Modern-Israeli-Hebrew-w-θ-ð-ɣ","w θ ð ɣ → v t d ɡ (sometimes)","ɣ","ɡ",
"Modern-Israeli-Hebrew-x-ʕ","x ʕ → χ ʔ",x,"χ",
"Modern-Israeli-Hebrew-x-ʕ","x ʕ → χ ʔ","ʕ","ʔ",
"Modern-Israeli-Hebrew-sˤ-tˤ-ħ-q","sˤ tˤ ħ q → s t χ k","sˤ",s,
"Modern-Israeli-Hebrew-sˤ-tˤ-ħ-q","sˤ tˤ ħ q → s t χ k","tˤ",t,
"Modern-Israeli-Hebrew-sˤ-tˤ-ħ-q","sˤ tˤ ħ q → s t χ k","ħ","χ",
"Modern-Israeli-Hebrew-sˤ-tˤ-ħ-q","sˤ tˤ ħ q → s t χ k",q,k,
Modern-Israeli-Hebrew-h,"h → ∅ / _#",h,"∅",_#
"Modern-Israeli-Hebrew-ʔ","ʔ → ∅ / ! in onset of U[+stress] (colloquial)","ʔ","∅",
Modern-Israeli-Hebrew-h_2,"h → ∅ (colloquial)",h,"∅",
"Modern-Israeli-Hebrew-Cː","Cː → C[-long]","Cː",C[-long],
Modern-Israeli-Hebrew-r,"r → ʁ",r,"ʁ",
Kennebec-River-Abenaki-hl,"hl → sː",hl,"sː",
"Kennebec-River-Abenaki-ʔ","ʔ → h / _l","ʔ",h,_l
Kennebec-River-Abenaki-l,"l → n / #_",l,n,#_
Kennebec-River-Abenaki-l_2,"l → r",l,r,
Kennebec-River-Abenaki-nr,"nr → rː",nr,"rː",
Kennebec-River-Abenaki-N,"N → ∅ / _O",N,"∅",_O
"Kennebec-River-Abenaki-aː","aː → a / _OO","aː",a,_OO
Kennebec-River-Abenaki-a,"a → e / #C_OO",a,e,#C_OO
Kennebec-River-Abenaki-a_2,"a → ∅ / #_OO",a,"∅",#_OO
Kennebec-River-Abenaki-V,"V → ∅ / _#",V,"∅",_#
Kennebec-River-Abenaki-iw,"iw → o / _#",iw,o,_#
Kennebec-River-Abenaki-w,"w → ∅ / _# ! k(ː)_",w,"∅","_# ! k_|kː_"
Kennebec-River-Abenaki-j,"j → ∅ / _# ! P_",j,"∅",_# ! P_
Kennebec-River-Abenaki-w_2,"w → ∅ / C_ ! C = K",w,"∅",C_
Kennebec-River-Abenaki-j_2,"j → ∅ / _C",j,"∅",_C
Kennebec-River-Abenaki-i,"i → ∅ / #w_",i,"∅",#w_
"Kennebec-River-Abenaki-θ","θ → n / #_","θ",n,#_
"Kennebec-River-Abenaki-θ_2","θ → s / _k","θ",s,_k
"Kennebec-River-Abenaki-θ_3","θ → r","θ",r,
"Kennebec-River-Abenaki-ʃ-tʃ","ʃ tʃ → s ts","ʃ",s,
"Kennebec-River-Abenaki-ʃ-tʃ","ʃ tʃ → s ts","tʃ",ts,
"Kennebec-River-Abenaki-x,hS","{x,h}S → Sː",xS|hS,"Sː",
Kennebec-River-Abenaki-sk,"sk → kː / ! _a",sk,"kː",_a
"Kennebec-River-Abenaki-ʔs-ʔts","ʔs ʔts → sː tsː","ʔs","sː",
"Kennebec-River-Abenaki-ʔs-ʔts","ʔs ʔts → sː tsː","ʔts","tsː",
"Kennebec-River-Abenaki-oː-aː-eː-iː","oː aː eː iː → o ɔ̃ a i","oː",o,
"Kennebec-River-Abenaki-oː-aː-eː-iː","oː aː eː iː → o ɔ̃ a i","aː","ɔ̃",
"Kennebec-River-Abenaki-oː-aː-eː-iː","oː aː eː iː → o ɔ̃ a i","eː",a,
"Kennebec-River-Abenaki-oː-aː-eː-iː","oː aː eː iː → o ɔ̃ a i","iː",i,
"St.-Francis-Abenaki-nθ-nl","nθ nl → sː {sː,hl}","nθ","sː",
"St.-Francis-Abenaki-nθ-nl","nθ nl → sː {sː,hl}",nl,"sː|hl",
"St.-Francis-Abenaki-ʔ","ʔ → h / _l","ʔ",h,_l
St.-Francis-Abenaki-N,"N → ∅ / _RO",N,"∅",_RO
"St.-Francis-Abenaki-aː","aː → a / _OO","aː",a,_OO
"St.-Francis-Abenaki-aː_2","aː → ɔ̃","aː","ɔ̃",
St.-Francis-Abenaki-V-high-long,"V[- high - long] → ∅ / #C_OO","V[- high - long]","∅",#C_OO
St.-Francis-Abenaki-a,"a → ∅ / #_OO",a,"∅",#_OO
St.-Francis-Abenaki-V,"V → ∅ / _#",V,"∅",_#
St.-Francis-Abenaki-iw,"iw → o / _#",iw,o,_#
St.-Francis-Abenaki-w,"w → ∅ / _# ! k(ː)_",w,"∅","_# ! k_|kː_"
St.-Francis-Abenaki-j,"j → ∅ / _# ! p_",j,"∅",_# ! p_
St.-Francis-Abenaki-w_2,"w → ∅ / C_ ! C = K",w,"∅",C_
St.-Francis-Abenaki-j_2,"j → ∅ / C_",j,"∅",C_
"St.-Francis-Abenaki-R,h","{R,h} → ∅ / V_V (sporadic?)",R|h,"∅",V_V
"St.-Francis-Abenaki-θ","θ → n / #_","θ",n,#_
"St.-Francis-Abenaki-θ_2","θ → s / _k","θ",s,_k
"St.-Francis-Abenaki-θ_3","θ → l","θ",l,
"St.-Francis-Abenaki-ʃ-tʃ","ʃ tʃ → s ts","ʃ",s,
"St.-Francis-Abenaki-ʃ-tʃ","ʃ tʃ → s ts","tʃ",ts,
St.-Francis-Abenaki-nj,"nj → i / #_",nj,i,#_
"St.-Francis-Abenaki-x,hS","{x,h}S → Sː",xS|hS,"Sː",
"St.-Francis-Abenaki-ʔs-ʔts","ʔs ʔts → sː tsː","ʔs","sː",
"St.-Francis-Abenaki-ʔs-ʔts","ʔs ʔts → sː tsː","ʔts","tsː",
St.-Francis-Abenaki-sk,"sk → kː / ! _a",sk,"kː",_a
St.-Francis-Abenaki-i,"i → e / _R",i,e,_R
"St.-Francis-Abenaki-oː-eː-iː","oː eː iː → o a i","oː",o,
"St.-Francis-Abenaki-oː-eː-iː","oː eː iː → o a i","eː",a,
"St.-Francis-Abenaki-oː-eː-iː","oː eː iː → o a i","iː",i,
Proto-Arapaho-Atsina-WV,"(W)V → ∅ / _#",V|WV,"∅",_#
Proto-Arapaho-Atsina-we,"we → o",we,o,
"Proto-Arapaho-Atsina-oː","o(ː) → i(ː)","o|oː","i|iː",
Proto-Arapaho-Atsina-W,"W → ∅ / C_i(ː)",W,"∅","C_i|C_iː"
Proto-Arapaho-Atsina-e,"e → i / #_",e,i,#_
"Proto-Arapaho-Atsina-θ","θ → ʃ / C_","θ","ʃ",C_
"Proto-Arapaho-Atsina-θ-h-s,m,n,r","θ h {s,m,n,r} → ʃ ∅ ʔ / _C","θ","ʃ",_C
"Proto-Arapaho-Atsina-θ-h-s,m,n,r","θ h {s,m,n,r} → ʃ ∅ ʔ / _C",h,"∅",_C
"Proto-Arapaho-Atsina-θ-h-s,m,n,r","θ h {s,m,n,r} → ʃ ∅ ʔ / _C",s|m|n|r,"ʔ",_C
"Proto-Arapaho-Atsina-tʃ","tʃ → ʃ / _p","tʃ","ʃ",_p
Proto-Arapaho-Atsina-W_2,"W → j / C_",W,j,C_
Proto-Arapaho-Atsina-W_3,"W → n / {#,V}_",W,n,#_|V_
Proto-Arapaho-Atsina-p-k,"p k → k ∅",p,k,
Proto-Arapaho-Atsina-p-k,"p k → k ∅",k,"∅",
Proto-Arapaho-Atsina-s,"s → n / #_",s,n,#_
Proto-Arapaho-Atsina-s_2,"s → h / {V,C}_",s,h,V_|C_
Proto-Arapaho-Atsina-r,"r → n / {#,V}_",r,n,#_|V_
Proto-Arapaho-Atsina-r_2,"r → h / C_",r,h,C_
"Proto-Arapaho-Atsina-tʃ_2","tʃ → θ","tʃ","θ",
"Proto-Arapaho-Atsina-Vː","Vː → V[-long] / _CC","Vː",V[-long],_CC
"Proto-Arapaho-Atsina-aː","a(ː) → o(ː)","a|aː","o|oː",
"Arapaho-hʔ","hʔ → ʔh","hʔ","ʔh",
"Arapaho-C,#Vʔ","({C,#}V)ʔ → ({C,#}Vː)∅ / _C","ʔ|CVʔ|ʔ|#Vʔ","∅|CVː∅|∅|#Vː∅",_C
